"year","institution","oa_type","value","pc"
2023,"Massey University","gold",531,29.8818232976927
2023,"Massey University","hybrid",470,26.4490714687676
2023,"Massey University","green",118,6.64040517726505
2023,"Massey University","bronze",33,1.85706246482836
2023,"Victoria University of Wellington","closed",720,41.0724472333143
2023,"Victoria University of Wellington","gold",472,26.9252709640616
2023,"Victoria University of Wellington","hybrid",310,17.6839703365659
2023,"Victoria University of Wellington","green",165,9.4124358243012
2023,"Victoria University of Wellington","bronze",86,4.90587564175699
2023,"University of Canterbury","closed",566,33.471318746304
2023,"University of Canterbury","gold",555,32.8208160851567
2023,"University of Canterbury","hybrid",377,22.294500295683
2023,"University of Canterbury","green",146,8.63394441159077
2023,"University of Canterbury","bronze",47,2.77942046126552
2023,"Lincoln University","closed",152,34.5454545454545
2023,"Lincoln University","gold",132,30
2023,"Lincoln University","hybrid",116,26.3636363636364
2023,"Lincoln University","green",30,6.81818181818182
2023,"Lincoln University","bronze",10,2.27272727272727
