"year","institution","oa_type","value","pc"
2022,"Cawthron Institute","closed",49,38.8888888888889
2022,"Cawthron Institute","gold",49,38.8888888888889
2022,"Cawthron Institute","hybrid",14,11.1111111111111
2022,"Cawthron Institute","green",12,9.52380952380952
2022,"Cawthron Institute","bronze",2,1.58730158730159
2022,"Malaghan Institute","closed",11,25.5813953488372
2022,"Malaghan Institute","gold",10,23.2558139534884
2022,"Malaghan Institute","hybrid",10,23.2558139534884
2022,"Malaghan Institute","green",6,13.953488372093
2022,"Malaghan Institute","bronze",6,13.953488372093
2023,"University of Auckland","closed",2299,41.3414853443625
2023,"University of Auckland","gold",1379,24.7976982557094
2023,"University of Auckland","hybrid",1209,21.7406941197626
2023,"University of Auckland","green",492,8.84732961697536
2023,"University of Auckland","bronze",182,3.27279266319007
2023,"Auckland University of Technology","closed",526,37.0422535211268
2023,"Auckland University of Technology","gold",385,27.112676056338
2023,"Auckland University of Technology","hybrid",346,24.3661971830986
2023,"Auckland University of Technology","green",105,7.3943661971831
2023,"Auckland University of Technology","bronze",58,4.08450704225352
2023,"University of Waikato","closed",490,44.0251572327044
2023,"University of Waikato","gold",305,27.403414195867
2023,"University of Waikato","hybrid",214,19.2273135669362
2023,"University of Waikato","green",54,4.85175202156334
2023,"University of Waikato","bronze",50,4.49236298292902
2023,"Massey University","closed",641,35.6309060589216
2023,"Massey University","gold",522,29.0161200667037
2023,"Massey University","hybrid",470,26.1256253474152
2023,"Massey University","green",113,6.28126737076153
2023,"Massey University","bronze",53,2.94608115619789
2023,"Victoria University of Wellington","closed",729,41.0704225352113
2023,"Victoria University of Wellington","gold",469,26.4225352112676
2023,"Victoria University of Wellington","hybrid",305,17.1830985915493
2023,"Victoria University of Wellington","green",168,9.46478873239437
2023,"Victoria University of Wellington","bronze",104,5.85915492957746
2023,"University of Canterbury","closed",577,34.6963319302465
2023,"University of Canterbury","gold",504,30.3066746843055
2023,"University of Canterbury","hybrid",374,22.4894768490679
2023,"University of Canterbury","green",145,8.71918220084185
2023,"University of Canterbury","bronze",63,3.78833433553818
2023,"Lincoln University","closed",150,34.2465753424658
2023,"Lincoln University","gold",131,29.9086757990868
2023,"Lincoln University","hybrid",116,26.4840182648402
2023,"Lincoln University","green",30,6.84931506849315
2023,"Lincoln University","bronze",11,2.51141552511416
2023,"University of Otago","closed",1096,33.6712749615975
2023,"University of Otago","gold",931,28.6021505376344
2023,"University of Otago","hybrid",840,25.8064516129032
2023,"University of Otago","green",280,8.60215053763441
2023,"University of Otago","bronze",108,3.31797235023042
2023,"AgResearch","closed",133,35.2785145888594
2023,"AgResearch","gold",119,31.5649867374005
2023,"AgResearch","hybrid",106,28.1167108753316
2023,"AgResearch","green",12,3.18302387267904
2023,"AgResearch","bronze",7,1.85676392572944
2023,"ESR","closed",42,41.5841584158416
2023,"ESR","gold",34,33.6633663366337
2023,"ESR","hybrid",18,17.8217821782178
2023,"ESR","green",5,4.95049504950495
2023,"ESR","bronze",2,1.98019801980198
2023,"GNS","closed",165,50.6134969325153
2023,"GNS","gold",70,21.4723926380368
2023,"GNS","hybrid",63,19.3251533742331
2023,"GNS","green",14,4.29447852760736
2023,"GNS","bronze",14,4.29447852760736
2023,"Landcare Research","closed",75,29.296875
2023,"Landcare Research","gold",73,28.515625
2023,"Landcare Research","hybrid",72,28.125
2023,"Landcare Research","green",25,9.765625
2023,"Landcare Research","bronze",11,4.296875
2023,"NIWA","closed",112,31.8181818181818
2023,"NIWA","gold",106,30.1136363636364
2023,"NIWA","hybrid",100,28.4090909090909
2023,"NIWA","green",20,5.68181818181818
2023,"NIWA","bronze",14,3.97727272727273
2023,"Plant & Food Research","closed",111,35.0157728706625
2023,"Plant & Food Research","gold",109,34.384858044164
2023,"Plant & Food Research","hybrid",74,23.3438485804416
2023,"Plant & Food Research","green",18,5.6782334384858
2023,"Plant & Food Research","bronze",5,1.57728706624606
2023,"Scion","closed",48,35.2941176470588
2023,"Scion","gold",44,32.3529411764706
2023,"Scion","hybrid",33,24.2647058823529
2023,"Scion","green",7,5.14705882352941
2023,"Scion","bronze",4,2.94117647058824
2023,"Te Pūkenga","closed",48,38.0952380952381
2023,"Te Pūkenga","gold",35,27.7777777777778
2023,"Te Pūkenga","hybrid",22,17.4603174603175
2023,"Te Pūkenga","green",21,16.6666666666667
2023,"Te Pūkenga","bronze",0,0
2023,"Cawthron Institute","closed",50,40
2023,"Cawthron Institute","gold",35,28
2023,"Cawthron Institute","hybrid",30,24
2023,"Cawthron Institute","green",7,5.6
2023,"Cawthron Institute","bronze",3,2.4
2023,"Malaghan Institute","closed",19,39.5833333333333
2023,"Malaghan Institute","gold",11,22.9166666666667
2023,"Malaghan Institute","hybrid",10,20.8333333333333
2023,"Malaghan Institute","green",7,14.5833333333333
2023,"Malaghan Institute","bronze",1,2.08333333333333
