"year","institution","country","key","count","pc"
2014,"Australian National University","au","gold",410,7.74900774900775
2014,"Australian National University","au","hybrid",156,2.94840294840295
2014,"Australian National University","au","diamond",78,1.47420147420147
2014,"University of Sydney","au","closed",5936,62.5302854735068
2014,"University of Sydney","au","bronze",1256,13.2308016433161
2014,"University of Sydney","au","gold",1028,10.8290319182556
2014,"University of Sydney","au","green",846,8.9118297693037
2014,"University of Sydney","au","hybrid",321,3.38143895501949
2014,"University of Sydney","au","diamond",106,1.11661224059834
2014,"University of Queensland","au","closed",5351,63.2356416922713
2014,"University of Queensland","au","bronze",968,11.4393760340345
2014,"University of Queensland","au","gold",933,11.025762231151
2014,"University of Queensland","au","green",815,9.63129283857244
2014,"University of Queensland","au","hybrid",281,3.32072796029307
2014,"University of Queensland","au","diamond",114,1.34719924367762
2014,"University of Western Australia","au","closed",2659,56.7556029882604
2014,"University of Western Australia","au","bronze",660,14.0875133404482
2014,"University of Western Australia","au","green",629,13.4258271077908
2014,"University of Western Australia","au","gold",533,11.3767342582711
2014,"University of Western Australia","au","hybrid",165,3.52187833511206
2014,"University of Western Australia","au","diamond",39,0.832443970117396
2014,"University of Adelaide","au","closed",2593,62.6026074360212
2014,"University of Adelaide","au","bronze",550,13.2786093674553
2014,"University of Adelaide","au","gold",427,10.3090294543699
2014,"University of Adelaide","au","green",393,9.4881699661999
2014,"University of Adelaide","au","hybrid",118,2.84886528247224
2014,"University of Adelaide","au","diamond",61,1.47271849348141
2014,"Monash University","au","closed",4573,64.1374474053296
2014,"Monash University","au","bronze",984,13.8008415147265
2014,"Monash University","au","gold",695,9.74754558204769
2014,"Monash University","au","green",617,8.65357643758766
2014,"Monash University","au","hybrid",210,2.945301542777
2014,"Monash University","au","diamond",51,0.715287517531557
2014,"UNSW Sydney","au","closed",5230,65.2852328048933
2014,"UNSW Sydney","au","green",849,10.5979278492073
2014,"UNSW Sydney","au","bronze",837,10.448133816003
2014,"UNSW Sydney","au","gold",771,9.6242666333791
2014,"UNSW Sydney","au","hybrid",238,2.97091499188616
2014,"UNSW Sydney","au","diamond",86,1.07352390463113
2015,"University of Auckland","nz","closed",2712,64.0075525135709
2015,"University of Auckland","nz","bronze",489,11.5411848005664
2015,"University of Auckland","nz","gold",443,10.4555109747463
2015,"University of Auckland","nz","green",395,9.32263393910786
2015,"University of Auckland","nz","hybrid",125,2.95020061364173
